clean_text,sentiment
wtf siri step your game up,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
macys and apple they just want to be on the news,0.0
at this point its not anger its simply a manifestation of stupid,-1.0
most of these stooges have no idea why theyre even out there this is occupy v2,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
hopefully endangering their own lives,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
well said,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
aaplapple trial continues without a plaintiff for now,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
i just got this charger like 2 weeks ago what the frick,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
theyre staging a die in ar an apple store while being on their iphone,0.0
anyone else notice the arm hair color of the fallontimberlake hand models is backwards in the iphone gaming spot,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt at this point its not anger its simply a manifestation of stupid,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
i dont believe it matters if you think this anger is misplaced diein,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
its like a temper tantrum like little kids who arent getting their way 30yearold children having tantrums,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
a protest should not show any form of violence because violence is very destructive,0.0
blacks 13 of pop murder 1000 more people per yr than whites 63 of pop this is what police deal with,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
these actions are not helping their cause democratswarontruth,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
seems to have killed genius bar reservations online or via macs in apple stores even,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
judge rules banks can sue over credit card breach pay value proposition intensifies,0.0
still misplaced but they are the companies with the most power to do something,0.0
its all a game its the continuation of the occupy clown thing trying to relieve the 60s drugs sex etc,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
3x bonus airmiles right now airmilesshops,0.0
rt 3x bonus airmiles right now airmilesshops,1.0
rt 3x bonus airmiles right now airmilesshops,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
my tmobile iphone nightmare iphone6,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
this is morphing into actions against police as praetorian guards working for the unaware rich,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
an lg g3 apple iphone 6 plus comparison apple plays catchup comparephones applevslg,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
fuck u n this weak ass iphone,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
cocky ass apple i was talking bout da fruit fuck you,-1.0
hey bro can i check out that ipod while im down here,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
lmfao rt cocky ass apple i was talking bout da fruit fuck you,-1.0
leading android fansite recommends apple inc ipad air 2 as best tablet in aapl,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
fuck you,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
misplaced neil they should protest at city hal and the mayors office and police station not apple,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt it makes you smarter elevate is app of the year congratulations and team,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
oh your live streaming on tv blows,-1.0
what did macys have to do with it or the other stores they blocked,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
if you cant make or receive calls on your iphone you might not be able to make or receive calls on yo,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
why does my battery die so quick,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
its all phony anger these protestors dont really care about blacks dieing or how if they did theyd be after chicago,0.0
no rule against protesting and picking up a spare lightening cable,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
airplay sucks on yosemite,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
thanks 4 almost burning my house down,-1.0
everybody else can track when stuff will show up why cant you usps has great small package tracking,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
good call i thought was going to compete with dropbox etc this is a bad sign like my macpro std 250gb hd,0.0
i seriously fing hate this new version of itunes spend hours trying to figure out how to synch wo deleting everything,-1.0
what the heck my phone screen looks like it lost a battle with a windstorm,-1.0
congrats i mean he wasnt using right apple google,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt steve wozniak calls legendary garage a bit of a myth,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
its democrat funded ows amppaid protesters distraction from democrat failures aca amnestytaxesdebteconomy,-1.0
just received my just gotta wait for to approve their app now,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
why does my phone suck so much,-1.0
dude i play trombone im worried,0.0
apple aapl plans to launch iphone6 mini version in 2015 monday 8 december,0.0
rt watch the weekends new tv ads from and more,0.0
rt why does my phone suck so much,-1.0
rt why does my phone suck so much,-1.0
fix addis phone so we can text each other pls and thx,-1.0
rt watch the weekends new tv ads from and more,0.0
hey you wanna use ifon siks jas follow and u will get it,0.0
rt hey you wanna use ifon siks jas follow and u will get it,0.0
can you please make a charger that actually last,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
come on et alget your stb together so we can bypass cablesatellite companies,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
i applied for head of social media opening i have a leg up because of my twitter skillz i am like the mark twain of twitter,0.0
and yet i somehow would rather have a macbook air,1.0
ayyy my fourth phone charger this week broke today fuck you,-1.0
pay or wallet which is better biztechltd,0.0
apple inc is catching up on iphone6 supply but still lagging demand monday 8 december,0.0
the best iphone apps of the year according to apple monday 8 december,0.0
aaplin their own words investor robin chan talks about xiaomis lei jun,0.0
watch the weekends new tv ads from and more,0.0
so heres the deal im taking this phone and beating the shit out of it fuck you whatever your damn twitter is fuck you,-1.0
my iphones working without a sim card on 3g not on wifi wtf,0.0
iphones are mad sensitive bro if its too cold it dies even with a lot of battery left if its too hot it shuts down as well smfh,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
but when is gonna let me italicize,0.0
xcode aapl source kit crash in swift getting annoying now,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
fuck and,-1.0
worst thing i ever did was update the software on my computer this update is trash,-1.0
yeah,1.0
i told him that but hes crazy,0.0
did the link bring you back to the pre ordered thing,0.0
meet elevate apples pick for best iphone app of the year monday 8 december,0.0
now is your chance with apple tv verizon fios is going downhill fast they are now using crappy plastic stbs with no displays,0.0
he aint steal it apple did,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
im not playing no games,0.0
so with ios8 u can delete a contact but its not actually deleted fml fuck u,-1.0
rt so with ios8 u can delete a contact but its not actually deleted fml fuck u,-1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,-1.0
my phone just died at 5 and i feel betrayed,-1.0
a for a for a for,0.0
rt studio at 45000 ft one outlet 4 computers we need the batteries of the future now,0.0
dear worst idea ever fix it,-1.0
i need new emojis preferably some brown people an shxt like that,0.0
rt i need new emojis preferably some brown people an shxt like that,-1.0
make the settings page less horrific,0.0
hey what the hell is this hahaha,-1.0
i wish phones had an infinite amount of storage you need to do something about that,0.0
my spellcheck makes me wanna stab somebody that isnt the fuckin word i wanted to use,-1.0
im learning all about apple store at,0.0
yh news china reminds apple on need to support privacy security in its products apple can have access,-1.0
does it look like i fucking have 12 days,-1.0
aaplapple inc international business machines corp exxon mobil corpora,0.0
its you,0.0
yosemite is dope except for that one glitch that moves the message window all over the place,0.0
that proves nothing,0.0
where are they going with this come on,0.0
why is the quality so bad on these webcam pics excuse me,-1.0
losing twofactor recovery key could permanently lock apple id aapl,0.0
rt i need new emojis preferably some brown people an shxt like that,1.0
great my phone number is so accurate,1.0
thanks for making the shittiest chargers,-1.0
the hell does this mean one day skype wont let me login now i cant even open the app,-1.0
they got a nigga in a turban why cant we have a sista in a headscarf,0.0
apple 113 matches 8 increase in earnings 2014q3 eps142 in ios app donkey stocks on your iphone aapl,0.0
be warned if consuela gets a quincenera emoji tasha better get a juke session emoji,0.0
damnit i want footwork,0.0
these damn commercials are getting worse and worse,-1.0
no dont remind me tomorrow just fing tell me what the updates you want to install actually are,-1.0
apple better get to working,0.0
aaplin their own words baidus robin li on xiaomi founder lei juns guts,0.0
last plaintiff in itunes antitrust lawsuit disqualified but the show must aapl apple mariannarosen,0.0
rt were so excited to be named to app store best of 2014 list this year apple,1.0
congrats on making an iphone recording drm protected so we cant play it anywhere we want fail,-1.0
does anyone know if theres a smartwatch with a old fashioned clock face grandma needs a watch,0.0
danger but ok wanna fuck with me,-1.0
rt does anyone know if theres a smartwatch with a old fashioned clock face grandma needs a watch,0.0
my iphone6 plus is impossible to hold without a cover it slides out if my hand apple iphone,-1.0
just used apple pay for the first time thanks,1.0
ios8 the lack of true keyboard integration is killing me halfassed implementations arent solutions,-1.0
rt i need new emojis preferably some brown people an shxt like that,-1.0
um wheres the mango emoji,0.0
rt um wheres the mango emoji,0.0
rt were so excited to be named to app store best of 2014 list this year apple,1.0
rt were so excited to be named to app store best of 2014 list this year apple,1.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
is already building its next massive business and no one seems to have noticed,0.0
what every young designer should know from legendary designer susan kare,0.0
should really invest in terabyte storage,0.0
best apps 2014 it seems whats wrong with,-1.0
there is no presales in india their toll free keeps ringing o yes either you need it or you dont need why ask anything,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
announces its top apps of 2014 did your favourite app make the list via appstore2014,0.0
to have ibeacon technology,0.0
how can microsoft compete with if they are so slow in giving most demanded data toggler shortcut bigdreamsbutsmallact,1.0
breaking aapl buy reiterated target set to 143 by cantor aapl brief explanation here aapl,0.0
here we go again wit this waiting for items to copy shit on itunes yall pissing me off,-1.0
says security measures have cut phone theft by nearly 40 percent in some places,0.0
top ios apps of 2014 names elevate brain training as 1 iphone app,0.0
a orwellian vision of the world once pay takes over by,0.0
rt top ios apps of 2014 names elevate brain training as 1 iphone app,0.0
how is my battery already 83 within 15 minutes of usage fix up,-1.0
itd be real cute if i could sync music to my phone,0.0
aaplfast money recap will oil companies start cutting their dividends,0.0
aaplpm abe says apple to build big rampd center in japan media,1.0
explain yourselves,-1.0
pm abe says apple to build big rampd center in japan media aapl aapl,0.0
apple earns more profit in on quarter than amazon has earned in its lifetime,1.0
apple earns more profit in on quarter than amazon has earned in its lifetime amazon wow facts,1.0
ischool education,0.0
first to own 2600 digital lang ip is new leader of the internet games games,0.0
irig for the price to connect my guitar i could buy a real amp loud enough to perform ripoff,-1.0
apple earns more profit in on quarter than amazon has earned in its lifetime,1.0
apple earns more profit in on quarter than amazon has earned in its lifetime,1.0
mfn is not just about international trade its the key issue in ebook appellate case says,0.0
apple plans to launch iphone 6 mini version in 2015 aapl aapl,0.0
cnbc how does that fat finger on aapl look now only a few days later,0.0
yes i love when none of my stuff works thank you,-1.0
real quick shout out to for your technology never working,-1.0
apple returns cash to shareholders because its out of ideas on how to invest it aapl aapl,0.0
apple to build major new rampd facility in japan prime minister reveals aapl aapl,0.0
i need to take that ridedrive to the fl mall today so i can schedule an appt at for my mac daddy,0.0
how apple will boost profits during the holiday quarter and beyond aapl aapl,0.0
rt apple to build major new rampd facility in japan prime minister reveals aapl aapl,1.0
rt apple to build major new rampd facility in japan prime minister reveals aapl aapl,0.0
rt how apple will boost profits during the holiday quarter and beyond aapl aapl,0.0
rt how apple will boost profits during the holiday quarter and beyond aapl aapl,0.0
apples first patent reassignment from primesense buy hints at 3d mapping on apple tv iphone aapl aapl,0.0
the new ipad air 2 change,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
attention your free ipads would go faster if your emails didnt go straight to junk folders sortitout,-1.0
apple antitrust hearing will continue despite every plaintiff being disqualified aapl aapl,0.0
dear sometimes when i write gave it means i want the word gave not the word have its not a typo,-1.0
here are 5 things to know today including who is hoarding the iphone6,0.0
apple stores recruiting fashionluxury experts ahead of apple watch debut aapl aapl,0.0
apple inc hires more fashion pros before iwatch launch aapl,0.0
see which 11 guru fund managers hold apple aapl aapl,0.0
considering the ads in my fb feed facebook privacy changes i think s tim cook was spot on how about you,0.0
hey the keyboard on my phone is all sorts of drunk this morning send help pls thx,-1.0
apple intraday comments preopening premium users aapl stockaction trading stocks mkt,0.0
translate your app success story from taus member go global with,0.0
translate your app success story from taus member go global with,0.0
sales of the iphone 6 plus have settled a longrunning argument about apple and smartphones aapl aapl,0.0
just did my first transaction with pay using my card very neat,1.0
apples siri now partnered with yahoo watch out google aapl yhoo goog,0.0
aapl traders chart looks weaker than id like already below 20 sma momentum drop could sell off drag price to its 50 sma stockmarket,0.0
why wont be a trillion dollar company according to billionaire vc,0.0
certified by partnered with business collaborated with now,0.0
the boom 2 equaliser app for imac is sooooo sick blow the roof off also thank you for my free hard drive replacemrnt cosumerlaw,1.0
my actual stock market positions are starting to show some profits long tvix crudeoil short aapl at 116 and nasdaq,1.0
finally brooklyn is getting its own apple store aapl,1.0
brooklyn finally getting an apple store expected to open in april 2015 aapl discussbrooklyn,0.0
to open new research site in japan wsj aapl,1.0
it looks like i have a software update saved in my storage on my iphone can i delete this or do i need it applesupport,0.0
why dont got layaway lol i need an imac man,0.0
apple fibonacci technicals levels intraday preopening aapl aapl,0.0
its not handled well but folks like myself do not think eric garners death should simply go away,0.0
its official williamsburg is no longer hip anymore,-1.0
reveals its best of 2014 app list elevate and threes top the list via,0.0
rt here are 5 things to know today including who is hoarding the iphone6,0.0
the best iphone apps of the year according to,0.0
apple planning new retail store in williamsburg brooklyn mac blog aapl,0.0
block trade detected in aapl,0.0
short menu 31 now live in the appstore,0.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
seems to be nailing it with building on their success amp brand appleid nomorepaywords,1.0
seems to be nailing it with building on their success amp brand appleid nomorepaywords,1.0
report apples hiring fashionistas to help flog its watch aapl aapl,0.0
designdriven companies like and have outperformed the sampp 500 by 228 over the past 10 years,1.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
aapl as expected some users still like small screens iphone 6 mini reportedly on its way aapl,0.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
rt apple fibonacci technicals levels intraday update aapl aapl,0.0
aapl10 best and coolest tech gadgets for the 2014 holiday season,0.0
rt apple fibonacci technicals levels intraday update aapl aapl,0.0
claims tht its open access devpt platform goes beyond either healthkit or,0.0
the applewatch and its 11 billion impact on earnings in one year aapl,0.0
that moment when youre typing a tweet and the official client on your ipad 1 crashes gt,-1.0
apple inc is doomed aapl dropped by 111 currently priced at 111155 aapl,-1.0
aaplfinally brooklyn is getting its own apple store,1.0
building massive new rampd center in japan says its prime minister,0.0
china reminds apple on need to support privacy security in its products aapl aapl,0.0
apple opening advanced rampd center in yokohama japan aapl,0.0
major news outlets seek permission to share steve jobs ipod lawsuit deposition video aapl,0.0
in your face,-1.0
one of my iphone 5 speakers just stopped working thats not coolsend me the iphone 6 and i will forgive you,-1.0
store is coming to brooklyn,0.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
rt apple fibonacci technicals levels intraday update aapl aapl,0.0
4inch iphone6 five reasons apple wont make it forbes aapl,-1.0
rt apple fibonacci technicals levels intraday update aapl aapl,0.0
apple adds new apple tv channels for ufc the scene fusion and dailymotion aapl,0.0
you suck,-1.0
rt you suck,-1.0
youtube apple tv app updated with streamlined interface video advertisements aapl,0.0
report apple wants fashion and luxury experts to help sell the applewatch aapl,0.0
ibooks picks operation paperclip as one of the top ten nonfiction books of the year bestbook2014 ibooks2014,0.0
apple hoarding iphone 6 supply for its own stores aapl aapl,-1.0
5 unfiltered quotes from apple cofounder steve wozniak aapl woz,0.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
happy monday my camera on my fancy iphone6plus suddenly stopped working this weekend so instead i meme,-1.0
apple inc plans to build research amp development facility in japan aapl,0.0
ios a visual history via ipaded edtech,0.0
im going to check if i got it tv gets four new channels and redesign via,1.0
first employee the remarkable odyssey of bill fernandez via,0.0
cnbctv cramers view on apple amp tesla aapl,0.0
aapl shares fall despite price target increases from bmo capital and citigroup apple aapl wallstreet nasdaq,-1.0
aapl4inch iphone 6 five reasons apple wont make it,0.0
apple to open new research site in japan aapl aapl,0.0
apple inc seo a walk through the mystery of aapl,0.0
no tv update for me yet,-1.0
dashlane introduces password changer allowing users to change multiple passwords with one click mac blog aapl,0.0
block trade detected in aapl,0.0
youtube on apple tv just got a whole lot better youtube via,1.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
apple plans to build a technical center in yokohama japan adding dozens of jobs aapl,0.0
is reportedly hiring fashionfocused staff for its physical stores ftdaily fashiontech,0.0
rt is reportedly hiring fashionfocused staff for its physical stores ftdaily fashiontech,0.0
aapl ipad wins in ranking for best android tablets seems reasonable right,1.0
perceiving misalignment facebook vs apple ello aapl ello,0.0
rt is reportedly hiring fashionfocused staff for its physical stores ftdaily fashiontech,0.0
thanks for all the aapl coverage were all so deeply invested in this one stock in my biz you cant ignore it,0.0
2015 to be the year of biometrics wearables cryptocurrency and streaming aapl aapl,0.0
my iphone is fucked thanks and what great help you were where can i get a new iphone from,-1.0
loving the samsung one with kristen bell rt watch the weekends new tv ads from and more,0.0
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here,0.0
apple again orders app developer to remove a useful and popular feature via dictatorship,0.0
top iphone and ipad games of 2014 apple names monument valley amp threes tuesday 9 december,0.0
why cant i just date me why cant i clone me come thru,0.0
and refuse to make full federal workforce diversity data public diversity tech technology jobs,-1.0
the pop up message box on iphones is terrible,-1.0
is awesome thank you,1.0
2015 macbookair release may be the best mac yet,1.0
thank you,1.0
why apple and microsoft should be worried about googles chromebooks aapl aapl,-1.0
aaplapple aapl stock is falling today amid ipod pricing lawsuit,-1.0
new patent from primesense covers kinectstyle 3d spacemapping via cooltech,0.0
rt new patent from primesense covers kinectstyle 3d spacemapping via cooltech,0.0
it really makes it hard to spend money on apps with functionality that might soon disappear on the today menu please stop this,-1.0
rt studio at 45000 ft one outlet 4 computers we need the batteries of the future now,0.0
apple inc gopro inc products are goto gifts analyst aapl,1.0
ive tried turning it off and on whats my problem here,-1.0
rt ive tried turning it off and on whats my problem here,-1.0
rt ive tried turning it off and on whats my problem here,0.0
what to expect in 2015,0.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
rt is reportedly hiring fashionfocused staff for its physical stores ftdaily fashiontech,0.0
apple wins patent for 3d iphone ui w motion gestures reassigns aapl,1.0
aaplpm abe says apple to build technical center in japan,0.0
what to expect in 2015,0.0
rt ive tried turning it off and on whats my problem here,0.0
rt ive tried turning it off and on whats my problem here,-1.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
rt translate your app success story from taus member go global with,0.0
the best iphone apps for 2014,0.0
rt protesters stage diein protests in store in nyc is it me or is this anger misplaced retweet if you agree,0.0
brooklyn is changing store is heading to bk,0.0
whatever it takes to bring this stock down youll do it nothing is too dumb aapl,-1.0
ipod lawsuit loses last plaintiff as judge discusses halt amid search for replacements aapl,-1.0
confirmed bose speakers returning to apple stores after removal earlier this year aapl beatselectronics,0.0
apple retailers teaching free hour of code hourofcode,0.0
rt ive tried turning it off and on whats my problem here,0.0
you made a mistake now its time to replace or fix all 2011 macbook pro with graphics failure mbp2011,-1.0
use apples built in security feature to find your lost iphone tuesday 9 december,0.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
apple tech support is so nice free stuff sucks about the ringtone issue though,1.0
hurry up working hours a day on this laptop is killing my neck iwantmynewimacnow,1.0
apple releases ios 812 with fix for disappearing ringtone issue aapl,1.0
our new treadmills getting assembled could only be better if carplay was compatible,0.0
if simplicity was hard to charge for why is aapl the most valuable company ipad,0.0
what to expect from apple in 2015 aapl aapl,0.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
literally have been trying to get my id reenabled since november why in the actual fuck is this so difficult,-1.0
rt why cant i just date me why cant i clone me come thru,0.0
confirmed bose speakers returning to apple stores aapl beatselectronics,0.0
jeff daniels in talks to play former apple ceo john sculley in aaron sorkins steve jobs movie mac blog aapl,0.0
aaplapple products may have bah humbug holiday survey,-1.0
rt ive tried turning it off and on whats my problem here,-1.0
apple fibonacci technicals levels intraday update aapl aapl,0.0
definitely upgrading from want to need imac best buy,0.0
have just cashed out the aapl cfd from 110 to 113 inside 4 hours be brave sometimes,0.0
did apple drop google maps for good apple maps now rolling out on aapl,0.0
please make the green button do what it used to do full screen is the exception not the rule whomovedmycheese,-1.0
apple releases ios 812 with fixes for bugs including ringtone issues aapl companycheck,1.0
pencil skirt and pacifier tech tuesday all about the leather,0.0
apple ipod class action trial to continue temporarily without a plaintiff aapl aapl,0.0
another fucking software update really,-1.0
apple transitions find my iphone web maps for from google to apple ios blog aapl,0.0
five apple predictions for 2015 i disagree absolutely apple will have an incredible holiday season aapl 130,1.0
it looked like aapl was going to be down again today but it made a turn for the positive,1.0
best of stakeholderengagement in 14,0.0
mt best of stakeholderengagement in 14,0.0
sales imac 24inch 2007 updated with yosi great family device refurbished 33000 3 month warranty,0.0
thank u i can now compile all of the pics that i communicate with in one place,1.0
its 28 mb why do i need wifi to install it,-1.0
just been handed this device to fix m owner doesnt fancy waiting nowounder,-1.0
